Project ID,Project Name,Voluntary Registry,"ARB 
Project",Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits 
Issued","Total Credits 
Retired",Total Credits Remaining,First Year of Project,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Year 
Unknown",1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Project Owner ,Offset Project Operator ,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,PERs,Registry / ARB,ARB Project Detail,ARB ID,Project Listed,Project Registered ,CCB / Certifications,Project Type,"Registry 
Documents",Project Website,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Notes from Registry,Notes from Berkeley Carbon Trading Project,Date added to database,* rows have equations,,"first issuance yr (no hard code, hide w formulas)"
VCSOPR10,Blue Source – Alford Improved Forest Management Project,VCS,Yes,Transfer to another GHG program,Forestry & Land Use,Improved Forest Management,Mixed,,North America,United States,MISSOURI,,Ozark Regional Land Trust,"97,193.00","78,497","18,696",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"  97,193 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,696",0,0,0,0,0,,Ozark Regional Land Trust,Blue Source LLC,"GHD Services, Inc.",,,ARB,ARB Project,CAFR5270,,,,,https://www.vcsprojectdatabase.org/#/compliance-project-details/VCSOPR10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,193",0,0,,Found on Verra OPR registry as 2271,v1 4-2021,*,,2017
VCSOPR2,Corinth Abandoned Mine Methane Recovery Project,VCS,Yes,Transfer to another GHG program,Industrial Manufacturing,Mine Methane Capture,Reduction,,North America,United States,ILLINOIS,,"Keyrock Energy, LLC","298,891.00","298,891",0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"  298,891 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298,891",0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,"Keyrock Energy, LLC",,"SES, Inc.",,,ARB,ARB Project,CAMM5244,,,,,https://www.vcsprojectdatabase.org/#/compliance-project-details/VCSOPR2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298,891",0,0,0,0,0,,Same project as VCS573 and ACR388; also found on Verra OPR registry as 2265,v1 4-2021,,,2016
VCS1116,St Joseph Sanitary Landfill Gas Collection and Control System,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,North America,United States,,,Kansas City Power and Light Greater Missouri,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,41000,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,0
VCS1680,Tri-Community Recycling and Sanitary Landfill Project,VCS,No,Under development,Waste Management,Landfill Methane,Reduction,ACM0001,North America,United States,MAINE,,"3Degrees Group, Inc",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4000,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,0
VCS1681,Robeson County Landfill,VCS,No,Under development,Waste Management,Landfill Methane,Reduction,ACM0001,North America,United States,NORTH CAROLINA,,"3Degrees Group, Inc",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,19804,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,0
VCS2352,Shizaiqian MSW landfill site LFG recovery to power project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,66269,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v2 9-2021,,,0
VCS2355,Suzhou Qizishan MSW landfill site redundant LFG recovery to power project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,46609,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v2 9-2021,,,0
VCS2452,Laizhou Landfill Gas Power Generation Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Laizhou Xinzhongshui Environmental Protection Technology Co., Ltd.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,78184,,VCS,,,,,Under validation and verification,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v2 9-2021,,,0
VCS2455,Haicheng Landfill Gas Power Generation Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Haicheng Xinzhongshui Environmental Protection Technology Co., Ltd",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,81914,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v2 9-2021,,,0
